kod_origin,kod_dest,gmina_dest,no,gmina_origin
0208103,0208051,Polanica-Zdrój,4,Międzylesie
0208103,0208103,Międzylesie,12,Międzylesie
0208103,0208063,Bystrzyca Kłodzka,4,Międzylesie
0208103,0208063,Bystrzyca Kłodzka,4,Międzylesie
0208103,0208072,Kłodzko,5,Międzylesie
0208103,0208103,Międzylesie,7,Międzylesie
0208103,0223012,Czernica,4,Międzylesie
0208103,1609022,Dąbrowa,5,Międzylesie
0208103,2463011,M. Chorzów,4,Międzylesie
0208112,0202011,Bielawa,3,Nowa Ruda
0208112,0202021,Dzierżoniów,5,Nowa Ruda
0208112,0208041,Nowa Ruda,50,Nowa Ruda
0208112,0208063,Bystrzyca Kłodzka,3,Nowa Ruda
0208112,0208072,Kłodzko,3,Nowa Ruda
0208112,0211011,Lubin,6,Nowa Ruda
0208112,0264029,Wrocław-Fabryczna,6,Nowa Ruda
0208123,0208021,Kłodzko,6,Radków
0208123,0208041,Nowa Ruda,3,Radków
0208123,0208123,Radków,12,Radków
0208123,2063011,M. Suwałki,5,Radków
0208123,0208021,Kłodzko,3,Radków
0208123,0208041,Nowa Ruda,11,Radków
0208123,0208051,Polanica-Zdrój,3,Radków
0208123,0208063,Bystrzyca Kłodzka,4,Radków
0208123,0208123,Radków,9,Radków
0208123,0209052,Legnickie Pole,3,Radków
0208123,0264029,Wrocław-Fabryczna,4,Radków
0208123,0811072,Przewóz,3,Radków
0208133,0208011,Duszniki-Zdrój,3,Stronie Śląskie
0208133,0208072,Kłodzko,3,Stronie Śląskie
0208133,0208083,Lądek-Zdrój,8,Stronie Śląskie
0208133,0208133,Stronie Śląskie,9,Stronie Śląskie
0208133,0264029,Wrocław-Fabryczna,5,Stronie Śląskie
0208133,0264039,Wrocław-Krzyki,4,Stronie Śląskie
0208133,0208021,Kłodzko,5,Stronie Śląskie
0208143,0208011,Duszniki-Zdrój,3,Szczytna
0208143,0208051,Polanica-Zdrój,6,Szczytna
0208143,0208063,Bystrzyca Kłodzka,5,Szczytna
0208143,0208072,Kłodzko,6,Szczytna
0208143,0208092,Lewin Kłodzki,3,Szczytna
0208143,0208143,Szczytna,6,Szczytna
0208143,0264039,Wrocław-Krzyki,3,Szczytna
0208143,0264049,Wrocław-Psie Pole,3,Szczytna
0208143,0617011,Świdnik,3,Szczytna
0208143,1609103,Prószków,7,Szczytna
0208143,0208011,Duszniki-Zdrój,5,Szczytna
0208143,0208021,Kłodzko,5,Szczytna
0208143,0208123,Radków,3,Szczytna
0208143,0208143,Szczytna,3,Szczytna
0208143,0264039,Wrocław-Krzyki,4,Szczytna
0209011,0209022,Chojnów,69,Chojnów
0209011,0209042,Kunice,3,Chojnów
0209011,0209062,Miłkowice,4,Chojnów
0209011,0211011,Lubin,5,Chojnów
0209011,0223012,Czernica,3,Chojnów
0209011,0223092,Żórawina,4,Chojnów
0209011,0262011,M. Legnica,10,Chojnów
0209011,0264029,Wrocław-Fabryczna,5,Chojnów
0209011,0264039,Wrocław-Krzyki,3,Chojnów
0209011,0264049,Wrocław-Psie Pole,3,Chojnów
0209011,3210043,Myślibórz,3,Chojnów
0209022,0201011,Bolesławiec,4,Chojnów
0209022,0201032,Gromadka,6,Chojnów
0209022,0201062,Warta Bolesławiecka,3,Chojnów
0209022,0203011,Głogów,5,Chojnów
0209022,0209011,Chojnów,37,Chojnów
0209022,0209062,Miłkowice,8,Chojnów
0209022,0218012,Kostomłoty,3,Chojnów
0209022,0222033,Wołów,3,Chojnów
0209022,0226021,Złotoryja,4,Chojnów
0209022,0226062,Złotoryja,3,Chojnów
0209022,0262011,M. Legnica,12,Chojnów
0209032,0201062,Warta Bolesławiecka,3,Krotoszyce
0209032,0205032,Męcinka,3,Krotoszyce
0209032,0205042,Mściwojów,3,Krotoszyce
0209032,0209042,Kunice,4,Krotoszyce
0209032,0211011,Lubin,3,Krotoszyce
0209032,0226062,Złotoryja,5,Krotoszyce
0209032,0262011,M. Legnica,14,Krotoszyce
0209042,0209062,Miłkowice,3,Kunice
0209042,0209082,Ruja,3,Kunice
0209042,0262011,M. Legnica,43,Kunice
0209042,0264039,Wrocław-Krzyki,3,Kunice
0209052,0209073,Prochowice,4,Legnickie Pole
0209052,0262011,M. Legnica,18,Legnickie Pole
0209052,0264029,Wrocław-Fabryczna,5,Legnickie Pole
0209052,0264039,Wrocław-Krzyki,3,Legnickie Pole
0209062,0211011,Lubin,7,Miłkowice
0209062,0262011,M. Legnica,31,Miłkowice
0209062,0264029,Wrocław-Fabryczna,3,Miłkowice
0209073,0205062,Wądroże Wielkie,4,Prochowice
0209073,0209032,Krotoszyce,4,Prochowice
0209073,0209073,Prochowice,4,Prochowice
0209073,0211022,Lubin,4,Prochowice
0209073,0218022,Malczyce,3,Prochowice
0209073,0262011,M. Legnica,5,Prochowice
0209073,0205062,Wądroże Wielkie,3,Prochowice
0209073,0209042,Kunice,10,Prochowice
0209073,0209073,Prochowice,4,Prochowice
0209073,0211011,Lubin,3,Prochowice
0209073,0262011,M. Legnica,5,Prochowice
0209082,0209052,Legnickie Pole,5,Ruja
0209082,0211011,Lubin,3,Ruja
0209082,0223062,Mietków,5,Ruja
0209082,0262011,M. Legnica,3,Ruja
0210011,0201011,Bolesławiec,3,Lubań
0210011,0201022,Bolesławiec,3,Lubań
0210011,0201043,Nowogrodziec,9,Lubań
0210011,0210033,Leśna,3,Lubań
0210011,0210033,Leśna,6,Lubań
0210011,0210042,Lubań,28,Lubań
0210011,0210053,Olszyna,17,Lubań
0210011,0210053,Olszyna,3,Lubań
0210011,0210072,Siekierczyn,14,Lubań
0210011,0212013,Gryfów Śląski,3,Lubań
0210011,0212013,Gryfów Śląski,4,Lubań
0210011,0212033,Lwówek Śląski,4,Lubań
0210011,0223012,Czernica,7,Lubań
0210011,0225021,Zgorzelec,10,Lubań
0210011,0225033,Bogatynia,5,Lubań
0210011,0225072,Zgorzelec,5,Lubań
0210011,0261011,M. Jelenia Góra,10,Lubań
0210011,0264029,Wrocław-Fabryczna,6,Lubań
0210011,0264039,Wrocław-Krzyki,13,Lubań
0210011,0264049,Wrocław-Psie Pole,10,Lubań
0210011,0264059,Wrocław-Stare Miasto,3,Lubań
0210011,0264069,Wrocław-Śródmieście,6,Lubań
0210011,2402043,Czechowice-Dziedzice,3,Lubań
0210011,3261011,M. Koszalin,6,Lubań
0210021,0210033,Leśna,3,Świeradów-Zdrój
0210021,0212013,Gryfów Śląski,5,Świeradów-Zdrój
0210021,0212043,Mirsk,4,Świeradów-Zdrój
0210021,0261011,M. Jelenia Góra,4,Świeradów-Zdrój
0210033,0210011,Lubań,6,Leśna
0210033,0210033,Leśna,13,Leśna
0210033,0225021,Zgorzelec,3,Leśna
0210033,0210011,Lubań,5,Leśna
0210033,0210021,Świeradów-Zdrój,3,Leśna
0210033,0210033,Leśna,10,Leśna
0210033,0210042,Lubań,5,Leśna
0210033,0210053,Olszyna,7,Leśna
0210033,0212043,Mirsk,5,Leśna
0210042,0201043,Nowogrodziec,7,Lubań
0210042,0210011,Lubań,21,Lubań
0210042,0210072,Siekierczyn,5,Lubań
0210042,0261011,M. Jelenia Góra,3,Lubań
0210042,0264029,Wrocław-Fabryczna,4,Lubań
0210042,0264049,Wrocław-Psie Pole,3,Lubań
0210042,0808022,Łagów,4,Lubań
0210053,0201022,Bolesławiec,4,Olszyna
0210053,0201043,Nowogrodziec,3,Olszyna
0210053,0210011,Lubań,6,Olszyna
0210053,0210053,Olszyna,6,Olszyna
0210053,0212013,Gryfów Śląski,3,Olszyna
0210053,0261011,M. Jelenia Góra,3,Olszyna
0210053,2462011,M. Bytom,3,Olszyna
0210053,0210011,Lubań,7,Olszyna
0210053,0210053,Olszyna,13,Olszyna
0210053,0212013,Gryfów Śląski,4,Olszyna
0210053,0212033,Lwówek Śląski,3,Olszyna
0210062,0210011,Lubań,6,Platerówka
0210072,0210011,Lubań,13,Siekierczyn
0210072,0210042,Lubań,9,Siekierczyn
0210072,0210062,Platerówka,3,Siekierczyn
0210072,0211022,Lubin,3,Siekierczyn
0210072,0225021,Zgorzelec,3,Siekierczyn
0210072,0225052,Sulików,3,Siekierczyn
0210072,0264029,Wrocław-Fabryczna,3,Siekierczyn
0210072,0264039,Wrocław-Krzyki,4,Siekierczyn
0211011,0201011,Bolesławiec,6,Lubin
0211011,0201022,Bolesławiec,9,Lubin
0211011,0203011,Głogów,15,Lubin
0211011,0203032,Jerzmanowa,4,Lubin
0211011,0204013,Góra,3,Lubin
0211011,0208112,Nowa Ruda,3,Lubin
0211011,0209062,Miłkowice,4,Lubin
0211011,0209073,Prochowice,3,Lubin
0211011,0209073,Prochowice,3,Lubin
0211011,0211022,Lubin,471,Lubin
0211011,0211032,Rudna,37,Lubin
0211011,0211043,Ścinawa,21,Lubin
0211011,0211043,Ścinawa,15,Lubin
0211011,0216013,Chocianów,10,Lubin
0211011,0216013,Chocianów,36,Lubin
0211011,0216032,Grębocice,11,Lubin
0211011,0216043,Polkowice,21,Lubin
0211011,0216043,Polkowice,11,Lubin
0211011,0216053,Przemków,3,Lubin
0211011,0216053,Przemków,3,Lubin
0211011,0218022,Malczyce,5,Lubin
0211011,0218043,Środa Śląska,3,Lubin
0211011,0220013,Oborniki Śląskie,4,Lubin
0211011,0222022,Wińsko,7,Lubin
0211011,0223012,Czernica,7,Lubin
0211011,0223022,Długołęka,5,Lubin
0211011,0223043,Kąty Wrocławskie,3,Lubin
0211011,0223052,Kobierzyce,6,Lubin
0211011,0226011,Wojcieszów,3,Lubin
0211011,0226062,Złotoryja,3,Lubin
0211011,0261011,M. Jelenia Góra,3,Lubin
0211011,0262011,M. Legnica,21,Lubin
0211011,0264029,Wrocław-Fabryczna,33,Lubin
0211011,0264039,Wrocław-Krzyki,40,Lubin
0211011,0264049,Wrocław-Psie Pole,27,Lubin
0211011,0264059,Wrocław-Stare Miasto,3,Lubin
0211011,0264069,Wrocław-Śródmieście,10,Lubin
0211011,0461011,M. Bydgoszcz,3,Lubin
0211011,0810073,Szprotawa,3,Lubin
0211011,0812013,Sława,9,Lubin
0211011,0862011,M. Zielona Góra,5,Lubin
0211011,1261011,M. Kraków,6,Lubin
0211011,1465078,Praga-Południe,3,Lubin
0211011,1465178,Włochy,4,Lubin
0211011,1661011,M. Opole,5,Lubin
0211011,2262011,M. Gdynia,3,Lubin
0211011,3026043,Śrem,3,Lubin
0211011,3209022,Biesiekierz,3,Lubin
0211011,3215043,Borne Sulinowo,3,Lubin
0211011,3261011,M. Koszalin,6,Lubin
0211022,0201011,Bolesławiec,4,Lubin
0211022,0201043,Nowogrodziec,3,Lubin
0211022,0205052,Paszowice,4,Lubin
0211022,0209073,Prochowice,4,Lubin
0211022,0211011,Lubin,116,Lubin
0211022,0211043,Ścinawa,4,Lubin
0211022,0216013,Chocianów,3,Lubin
0211022,0216043,Polkowice,3,Lubin
0211022,0220013,Oborniki Śląskie,4,Lubin
0211022,0262011,M. Legnica,8,Lubin
0211022,0264029,Wrocław-Fabryczna,7,Lubin
0211022,0264039,Wrocław-Krzyki,5,Lubin
0211022,0264049,Wrocław-Psie Pole,3,Lubin
0211022,0804052,Nowa Sól,6,Lubin
0211022,0862011,M. Zielona Góra,3,Lubin
0211022,3064039,Poznań-Jeżyce,3,Lubin
0211022,3209012,Będzino,3,Lubin
0211032,0203011,Głogów,5,Rudna
0211032,0211011,Lubin,33,Rudna
0211032,0211022,Lubin,4,Rudna
0211032,0216043,Polkowice,5,Rudna
0211032,0220033,Trzebnica,3,Rudna
0211043,0203011,Głogów,6,Ścinawa
0211043,0204032,Niechlów,5,Ścinawa
0211043,0211011,Lubin,21,Ścinawa
0211043,0211022,Lubin,5,Ścinawa
0211043,0211043,Ścinawa,8,Ścinawa
0211043,0222022,Wińsko,6,Ścinawa
0211043,0264029,Wrocław-Fabryczna,3,Ścinawa
0211043,0211011,Lubin,17,Ścinawa
0211043,0211022,Lubin,17,Ścinawa
0211043,0211032,Rudna,6,Ścinawa
0211043,0211043,Ścinawa,6,Ścinawa
0211043,0222022,Wińsko,4,Ścinawa
0212013,0210011,Lubań,7,Gryfów Śląski
0212013,0212013,Gryfów Śląski,15,Gryfów Śląski
0212013,0212023,Lubomierz,4,Gryfów Śląski
0212013,0212023,Lubomierz,6,Gryfów Śląski
0212013,0212033,Lwówek Śląski,3,Gryfów Śląski
0212013,0212043,Mirsk,11,Gryfów Śląski
0212013,0213033,Milicz,6,Gryfów Śląski
0212013,0264029,Wrocław-Fabryczna,3,Gryfów Śląski
0212013,0264039,Wrocław-Krzyki,5,Gryfów Śląski
0212013,0201022,Bolesławiec,5,Gryfów Śląski
0212013,0210011,Lubań,3,Gryfów Śląski
0212013,0210053,Olszyna,4,Gryfów Śląski
0212013,0212013,Gryfów Śląski,6,Gryfów Śląski
0212013,0212033,Lwówek Śląski,6,Gryfów Śląski
0212013,0261011,M. Jelenia Góra,3,Gryfów Śląski
0212013,0264039,Wrocław-Krzyki,4,Gryfów Śląski
0212023,0201022,Bolesławiec,3,Lubomierz
0212023,0206092,Stara Kamienica,3,Lubomierz
0212023,0210042,Lubań,3,Lubomierz
0212023,0212013,Gryfów Śląski,5,Lubomierz
0212023,0261011,M. Jelenia Góra,8,Lubomierz
0212033,0201011,Bolesławiec,12,Lwówek Śląski
0212033,0201022,Bolesławiec,3,Lwówek Śląski
0212033,0212023,Lubomierz,3,Lwówek Śląski
0212033,0212033,Lwówek Śląski,15,Lwówek Śląski
0212033,0261011,M. Jelenia Góra,4,Lwówek Śląski
0212033,0264029,Wrocław-Fabryczna,3,Lwówek Śląski
0212033,0264039,Wrocław-Krzyki,3,Lwówek Śląski
0212033,0264049,Wrocław-Psie Pole,5,Lwówek Śląski
0212033,3205072,Rewal,3,Lwówek Śląski
0212033,0201011,Bolesławiec,19,Lwówek Śląski
0212033,0201022,Bolesławiec,3,Lwówek Śląski
0212033,0201043,Nowogrodziec,6,Lwówek Śląski
0212033,0209062,Miłkowice,4,Lwówek Śląski
0212033,0212033,Lwówek Śląski,21,Lwówek Śląski
0212033,0219011,Świdnica,5,Lwówek Śląski
0212033,0264039,Wrocław-Krzyki,3,Lwówek Śląski
0212043,0201032,Gromadka,3,Mirsk
0212043,0209042,Kunice,3,Mirsk
0212043,0210011,Lubań,3,Mirsk
0212043,0210033,Leśna,4,Mirsk
0212043,0212013,Gryfów Śląski,3,Mirsk
0212043,0212043,Mirsk,5,Mirsk
0212043,0264029,Wrocław-Fabryczna,4,Mirsk
0212043,0264039,Wrocław-Krzyki,5,Mirsk
0212043,0210021,Świeradów-Zdrój,5,Mirsk
0212043,0212013,Gryfów Śląski,4,Mirsk
0212043,0212043,Mirsk,10,Mirsk
0212043,0264029,Wrocław-Fabryczna,4,Mirsk
0212053,0201011,Bolesławiec,3,Wleń
0212053,0206062,Jeżów Sudecki,4,Wleń
0212053,0261011,M. Jelenia Góra,3,Wleń
0212053,0264029,Wrocław-Fabryczna,4,Wleń
0212053,0212053,Wleń,5,Wleń
0212053,0261011,M. Jelenia Góra,5,Wleń
0213012,0213033,Milicz,5,Cieszków
0213012,0214011,Oleśnica,3,Cieszków
0213012,0220042,Wisznia Mała,3,Cieszków
0213012,2415021,Radlin,5,Cieszków
0213012,3012063,Zduny,3,Cieszków
0213012,3022023,Jutrosin,5,Cieszków
0213022,0213033,Milicz,16,Krośnice
0213022,0213033,Milicz,8,Krośnice
0213022,0214011,Oleśnica,5,Krośnice
0213022,0220033,Trzebnica,6,Krośnice
0213022,0223043,Kąty Wrocławskie,3,Krośnice
0213022,0264039,Wrocław-Krzyki,3,Krośnice
0213022,0264069,Wrocław-Śródmieście,4,Krośnice
0213022,2415031,Rydułtowy,3,Krośnice
0213022,3017082,Sośnie,3,Krośnice
0213033,0213022,Krośnice,24,Milicz
0213033,0213033,Milicz,48,Milicz
0213033,0214011,Oleśnica,4,Milicz
0213033,0215033,Jelcz-Laskowice,3,Milicz
0213033,0220033,Trzebnica,4,Milicz
0213033,0264029,Wrocław-Fabryczna,8,Milicz
0213033,0264039,Wrocław-Krzyki,9,Milicz
0213033,0264049,Wrocław-Psie Pole,7,Milicz
0213033,2464011,M. Częstochowa,3,Milicz
0213033,3012043,Krotoszyn,3,Milicz
0213033,3012063,Zduny,3,Milicz
0213033,3017042,Ostrów Wielkopolski,3,Milicz
0213033,0208051,Polanica-Zdrój,3,Milicz
0213033,0213022,Krośnice,8,Milicz
0213033,0213033,Milicz,34,Milicz
0213033,0220033,Trzebnica,4,Milicz
0213033,0264029,Wrocław-Fabryczna,4,Milicz
0213033,0264039,Wrocław-Krzyki,4,Milicz
0213033,0264049,Wrocław-Psie Pole,9,Milicz
0213033,1210082,Łabowa,3,Milicz
0213033,3012011,Sulmierzyce,7,Milicz
0213033,3012043,Krotoszyn,6,Milicz
0213033,3017082,Sośnie,6,Milicz
0214011,0208133,Stronie Śląskie,3,Oleśnica
0214011,0213022,Krośnice,3,Oleśnica
0214011,0214023,Bierutów,3,Oleśnica
0214011,0214032,Dobroszyce,26,Oleśnica
0214011,0214062,Oleśnica,196,Oleśnica
0214011,0214073,Syców,4,Oleśnica
0214011,0214083,Twardogóra,4,Oleśnica
0214011,0214083,Twardogóra,10,Oleśnica
0214011,0220033,Trzebnica,7,Oleśnica
0214011,0223012,Czernica,5,Oleśnica
0214011,0223022,Długołęka,17,Oleśnica
0214011,0264029,Wrocław-Fabryczna,20,Oleśnica
0214011,0264039,Wrocław-Krzyki,15,Oleśnica
0214011,0264049,Wrocław-Psie Pole,18,Oleśnica
0214011,0264069,Wrocław-Śródmieście,8,Oleśnica
0214011,0461011,M. Bydgoszcz,5,Oleśnica
0214011,1438042,Radziejowice,4,Oleśnica
0214011,1601011,Brzeg,3,Oleśnica
0214011,1602022,Branice,4,Oleśnica
0214011,1606023,Namysłów,3,Oleśnica
0214011,2215021,Rumia,3,Oleśnica
0214011,2461011,M. Bielsko-Biała,3,Oleśnica
0214011,3213042,Malechowo,5,Oleśnica
0214023,0214011,Oleśnica,6,Bierutów
0214023,0214042,Dziadowa Kłoda,3,Bierutów
0214023,0264039,Wrocław-Krzyki,3,Bierutów
0214023,1403042,Garwolin,5,Bierutów
0214023,1606023,Namysłów,4,Bierutów
0214023,1606052,Wilków,4,Bierutów
0214023,0214011,Oleśnica,14,Bierutów
0214023,0214023,Bierutów,20,Bierutów
0214023,0214062,Oleśnica,7,Bierutów
0214023,0223083,Siechnice,3,Bierutów
0214023,1606023,Namysłów,5,Bierutów
0214023,1606052,Wilków,3,Bierutów
0214032,0214011,Oleśnica,17,Dobroszyce
0214032,0214062,Oleśnica,7,Dobroszyce
0214032,0220033,Trzebnica,4,Dobroszyce
0214032,0220052,Zawonia,3,Dobroszyce
0214032,0223052,Kobierzyce,4,Dobroszyce
0214032,0264039,Wrocław-Krzyki,6,Dobroszyce
0214032,1465028,Bemowo,3,Dobroszyce
0214042,0214011,Oleśnica,3,Dziadowa Kłoda
0214042,0214023,Bierutów,4,Dziadowa Kłoda
0214042,0214062,Oleśnica,3,Dziadowa Kłoda
0214042,0214073,Syców,11,Dziadowa Kłoda
0214042,0214073,Syców,5,Dziadowa Kłoda
0214042,0264039,Wrocław-Krzyki,3,Dziadowa Kłoda
0214042,1606012,Domaszowice,3,Dziadowa Kłoda
0214042,3008052,Perzów,5,Dziadowa Kłoda
0214053,0214053,Międzybórz,6,Międzybórz
0214053,0223083,Siechnice,3,Międzybórz
0214053,0214053,Międzybórz,4,Międzybórz
0214053,0214073,Syców,8,Międzybórz
0214062,0214011,Oleśnica,95,Oleśnica
0214062,0214032,Dobroszyce,7,Oleśnica
0214062,0214073,Syców,9,Oleśnica
0214062,0214083,Twardogóra,3,Oleśnica
0214062,0223022,Długołęka,6,Oleśnica
0214062,0264029,Wrocław-Fabryczna,5,Oleśnica
0214062,0264039,Wrocław-Krzyki,12,Oleśnica
0214062,0264049,Wrocław-Psie Pole,6,Oleśnica
0214062,0264069,Wrocław-Śródmieście,6,Oleśnica
0214062,1661011,M. Opole,3,Oleśnica
0214062,2262011,M. Gdynia,3,Oleśnica
0214073,0214011,Oleśnica,3,Syców
0214073,0214042,Dziadowa Kłoda,7,Syców
0214073,0214062,Oleśnica,3,Syców
0214073,0214073,Syców,56,Syców
0214073,0264029,Wrocław-Fabryczna,5,Syców
0214073,0264039,Wrocław-Krzyki,3,Syców
0214073,0264069,Wrocław-Śródmieście,3,Syców
0214073,3018042,Kobyla Góra,8,Syców
0214073,0209052,Legnickie Pole,3,Syców
0214073,0214011,Oleśnica,5,Syców
0214073,0214042,Dziadowa Kłoda,6,Syców
0214073,0214062,Oleśnica,3,Syców
0214073,0214073,Syców,40,Syców
0214073,0264069,Wrocław-Śródmieście,3,Syców
0214073,2203023,Czarne,4,Syców
0214073,3018042,Kobyla Góra,6,Syców
0214083,0214011,Oleśnica,13,Twardogóra
0214083,0214083,Twardogóra,26,Twardogóra
0214083,0264029,Wrocław-Fabryczna,3,Twardogóra
0214083,0264049,Wrocław-Psie Pole,3,Twardogóra
0214083,0264059,Wrocław-Stare Miasto,4,Twardogóra
0214083,0213022,Krośnice,4,Twardogóra
0214083,0214011,Oleśnica,7,Twardogóra
0214083,0214053,Międzybórz,4,Twardogóra
0214083,0214062,Oleśnica,5,Twardogóra
0214083,0214083,Twardogóra,9,Twardogóra
0214083,0264029,Wrocław-Fabryczna,4,Twardogóra
0215011,0215022,Domaniów,13,Oława
0215011,0215033,Jelcz-Laskowice,13,Oława
0215011,0215033,Jelcz-Laskowice,14,Oława
0215011,0215042,Oława,100,Oława
0215011,0217043,Strzelin,5,Oława
0215011,0220033,Trzebnica,7,Oława
0215011,0223022,Długołęka,4,Oława
0215011,0223083,Siechnice,7,Oława
0215011,0224053,Ząbkowice Śląskie,3,Oława
0215011,0264029,Wrocław-Fabryczna,10,Oława
0215011,0264039,Wrocław-Krzyki,21,Oława
0215011,0264049,Wrocław-Psie Pole,8,Oława
0215011,0264069,Wrocław-Śródmieście,8,Oława
0215011,1018022,Czastary,3,Oława
0215011,1423022,Gielniów,3,Oława
0215011,1601011,Brzeg,3,Oława
0215011,1601052,Lubsza,12,Oława
0215011,2213031,Starogard Gdański,4,Oława
0215011,2406092,Wręczyca Wielka,3,Oława
0215011,3008072,Trzcinica,3,Oława
0215022,0215011,Oława,12,Domaniów
0215022,0215042,Oława,11,Domaniów
0215033,0215011,Oława,16,Jelcz-Laskowice
0215033,0215033,Jelcz-Laskowice,95,Jelcz-Laskowice
0215033,0215042,Oława,6,Jelcz-Laskowice
0215033,0219072,Świdnica,3,Jelcz-Laskowice
0215033,0223012,Czernica,22,Jelcz-Laskowice
0215033,0223022,Długołęka,3,Jelcz-Laskowice
0215033,0223083,Siechnice,5,Jelcz-Laskowice
0215033,0264029,Wrocław-Fabryczna,9,Jelcz-Laskowice
0215033,0264039,Wrocław-Krzyki,12,Jelcz-Laskowice
0215033,0264049,Wrocław-Psie Pole,3,Jelcz-Laskowice
0215033,0264069,Wrocław-Śródmieście,5,Jelcz-Laskowice
0215033,0214023,Bierutów,5,Jelcz-Laskowice
0215033,0215011,Oława,8,Jelcz-Laskowice
0215033,0215033,Jelcz-Laskowice,12,Jelcz-Laskowice
0215033,0223012,Czernica,9,Jelcz-Laskowice
0215033,0223073,Sobótka,3,Jelcz-Laskowice
0215033,0223083,Siechnice,3,Jelcz-Laskowice
0215033,0264029,Wrocław-Fabryczna,7,Jelcz-Laskowice
0215033,0264069,Wrocław-Śródmieście,3,Jelcz-Laskowice
0215033,1601011,Brzeg,3,Jelcz-Laskowice
0215042,0215011,Oława,62,Oława
0215042,0215022,Domaniów,6,Oława
0215042,0215033,Jelcz-Laskowice,9,Oława
0215042,0215033,Jelcz-Laskowice,8,Oława
0215042,0217043,Strzelin,3,Oława
0215042,0223022,Długołęka,3,Oława
0215042,0223083,Siechnice,6,Oława
0215042,0223083,Siechnice,5,Oława
0215042,0264029,Wrocław-Fabryczna,8,Oława
0215042,0264039,Wrocław-Krzyki,8,Oława
0215042,0264049,Wrocław-Psie Pole,3,Oława
0215042,1601011,Brzeg,5,Oława
0215042,1607063,Otmuchów,5,Oława
0215042,3018012,Czajków,3,Oława
0216013,0201011,Bolesławiec,3,Chocianów
0216013,0211011,Lubin,18,Chocianów
0216013,0216013,Chocianów,18,Chocianów
0216013,0216043,Polkowice,7,Chocianów
0216013,0216043,Polkowice,3,Chocianów
0216013,0216053,Przemków,3,Chocianów
0216013,0264029,Wrocław-Fabryczna,4,Chocianów
0216013,0264039,Wrocław-Krzyki,7,Chocianów
0216013,0264049,Wrocław-Psie Pole,3,Chocianów
0216013,0862011,M. Zielona Góra,3,Chocianów
0216013,1010022,Czarnocin,3,Chocianów
0216013,1261011,M. Kraków,3,Chocianów
0216013,0211011,Lubin,23,Chocianów
0216013,0216013,Chocianów,9,Chocianów
0216013,0216043,Polkowice,7,Chocianów
0216013,0216053,Przemków,5,Chocianów
0216013,0216062,Radwanice,4,Chocianów
0216022,0203011,Głogów,23,Gaworzyce
0216022,0804052,Nowa Sól,4,Gaworzyce
0216032,0203011,Głogów,25,Grębocice
0216032,0203032,Jerzmanowa,4,Grębocice
0216032,0203042,Kotla,3,Grębocice
0216032,0216043,Polkowice,5,Grębocice
0216032,0216062,Radwanice,3,Grębocice
0216043,0201062,Warta Bolesławiecka,3,Polkowice
0216043,0203011,Głogów,15,Polkowice
0216043,0203032,Jerzmanowa,3,Polkowice
0216043,0209062,Miłkowice,3,Polkowice
0216043,0211011,Lubin,29,Polkowice
0216043,0211022,Lubin,7,Polkowice
0216043,0211032,Rudna,3,Polkowice
0216043,0216013,Chocianów,3,Polkowice
0216043,0216013,Chocianów,7,Polkowice
0216043,0216022,Gaworzyce,6,Polkowice
0216043,0216032,Grębocice,3,Polkowice
0216043,0216043,Polkowice,86,Polkowice
0216043,0216053,Przemków,10,Polkowice
0216043,0216062,Radwanice,16,Polkowice
0216043,0218043,Środa Śląska,3,Polkowice
0216043,0222022,Wińsko,4,Polkowice
0216043,0264029,Wrocław-Fabryczna,11,Polkowice
0216043,0264039,Wrocław-Krzyki,6,Polkowice
0216043,0811021,Żary,3,Polkowice
0216043,1863011,M. Rzeszów,3,Polkowice
0216043,2211072,Puck,3,Polkowice
0216043,3062011,M. Konin,3,Polkowice
0216043,0203032,Jerzmanowa,3,Polkowice
0216043,0211011,Lubin,7,Polkowice
0216043,0216043,Polkowice,36,Polkowice
0216053,0203011,Głogów,3,Przemków
0216053,0216053,Przemków,10,Przemków
0216053,0264029,Wrocław-Fabryczna,4,Przemków
0216053,0804052,Nowa Sól,3,Przemków
0216053,0862011,M. Zielona Góra,9,Przemków
0216053,0216053,Przemków,12,Przemków
0216053,0216062,Radwanice,4,Przemków
0216053,0264049,Wrocław-Psie Pole,3,Przemków
0216062,0203011,Głogów,12,Radwanice
0216062,0216032,Grębocice,3,Radwanice
0216062,0216043,Polkowice,10,Radwanice
0216062,0804011,Nowa Sól,3,Radwanice
0217012,0217043,Strzelin,5,Borów
0217012,0223092,Żórawina,5,Borów
0217012,0264039,Wrocław-Krzyki,5,Borów
0217012,0608053,Kamionka,4,Borów
0217012,2602093,Wodzisław,3,Borów
0217022,0202062,Łagiewniki,4,Kondratowice
